pl_name,hostname,pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,pl_insol,st_teff,st_mass,st_rad,sy_snum,sy_pnum,discoverymethod,disc_year
"HD 2039 b","HD 2039",12.70000000,,1120.00000000000,2.2000000000,210.84,0.3229,5945.00,1.230000,1.190000,1,1,"Radial Velocity",2002
"HAT-P-8 b","HAT-P-8",15.69260000,4.06822400000000e+02,3.07634000000,0.0449600000,1713.00,1519.9645,6200.00,1.270000,1.570000,3,1,"Transit",2008
"K2-43 b","K2-43",4.51000000,,3.47114900000,0.0378400000,939.30,49.0000,3840.60,0.571000,0.542000,1,2,"Transit",2016
"Kepler-1753 b","Kepler-1753",2.22678077,,16.00460052000,0.1179000000,583.00,27.4100,5180.00,0.860000,0.769000,1,1,"Transit",2021
"Kepler-1176 b","Kepler-1176",2.45000000,,24.17385790000,0.1589000000,595.00,26.0870,5844.00,1.010000,1.020000,1,1,"Transit",2016
"K2-126 b","K2-126",1.97000000,,7.38565500000,0.0656000000,601.00,35.3000,4339.00,0.690000,0.650000,1,1,"Transit",2017
"Kepler-1263 b","Kepler-1263",1.14000000,,4.55139967000,0.0499000000,907.00,144.8130,5213.00,0.840000,0.800000,1,1,"Transit",2016
"Kepler-1416 b","Kepler-1416",0.88000000,,1.49514952000,0.0257000000,1870.00,2658.5500,6019.00,1.090000,1.150000,1,1,"Transit",2016
"Kepler-1542 c","Kepler-1542",0.65000000,,2.89223021000,0.0387000000,1287.00,786.0820,5564.00,0.940000,0.990000,1,4,"Transit",2016
"K2-85 b","K2-85",1.40000000,3.20000000000000e+00,0.68453862616,0.0130000000,1355.00,800.0000,4232.00,0.700000,0.710000,1,1,"Transit",2016
"Kepler-368 c","Kepler-368",3.88000000,,72.37933400000,0.3600000000,575.00,28.6810,5502.00,1.165000,2.019000,1,2,"Transit",2014
"K2-123 b","K2-123",2.76000000,,30.95152400000,0.1649000000,338.00,2.9000,4035.00,0.620000,0.590000,1,1,"Transit",2017
"Kepler-770 b","Kepler-770",2.30000000,,18.92540274000,0.1694000000,1171.00,27.7360,5598.00,0.940000,0.920000,1,3,"Transit",2016
"Kepler-1399 b","Kepler-1399",1.25000000,,1.63865305800,0.0276000000,1610.00,1707.2520,5735.00,0.970000,0.960000,1,1,"Transit",2016
"Kepler-723 b","Kepler-723",12.19000000,,4.08227506800,0.0479000000,1016.00,251.4800,5539.00,0.920000,0.890000,1,1,"Transit",2016
"K2-107 b","K2-107",15.98000000,2.66977200000000e+02,3.31395900000,0.0475000000,1649.00,1291.4267,6061.00,1.300000,1.810000,1,1,"Transit",2017
"K2-45 b","K2-45",6.71000000,,1.72926840000,0.0224000000,1073.56,100.0000,4103.00,0.503000,0.445000,1,1,"Transit",2016
"K2-365 b","K2-365",2.90600000,,23.44817200000,,,,5561.00,0.823000,1.051000,1,1,"Transit",2022
"K2-127 b","K2-127",8.37000000,,3.58816300000,0.0411000000,809.00,105.6000,4575.00,0.720000,0.660000,1,1,"Transit",2017
"K2-195 b","K2-195",3.13000000,,15.85297500000,0.1208000000,720.00,66.6667,5713.00,0.940000,0.990000,1,2,"Transit",2018
"K2-80 c","K2-80",1.47000000,,5.60500000000,0.0596000000,1002.42,166.0000,5441.00,0.900000,0.870000,1,3,"Transit",2016
"K2-229 c","K2-229",2.03000000,7.00000000000000e+00,8.32727000000,0.0769000000,750.00,66.0000,5315.00,0.870000,0.790000,1,2,"Transit",2018
"HAT-P-3 b","HAT-P-3",10.53646000,2.06589500000000e+02,2.89970000000,0.0386600000,1189.00,176.5870,5185.00,1.060000,0.870000,2,1,"Transit",2007
"WASP-32 b","WASP-32",10.76064000,8.35892900000000e+02,2.71866000000,0.0394000000,1388.00,616.3300,6140.00,0.720000,0.950000,1,1,"Transit",2010
"WASP-24 b","WASP-24",15.46842000,3.94109200000000e+02,2.34121000000,0.0365100000,1772.00,934.4650,6075.00,1.430000,1.420000,3,1,"Transit",2010
"Kepler-65 c","Kepler-65",2.58000000,5.40000000000000e+00,5.85994400000,0.0680000000,1246.00,609.9920,6211.00,1.250000,1.410000,1,4,"Transit",2012
"TrES-2 b","TrES-2",15.24424000,4.73566700000000e+02,2.47063000000,0.0356800000,1466.00,903.8640,5850.00,1.360000,1.120000,2,1,"Transit",2006
"Kepler-939 b","Kepler-939",1.75000000,,14.87829600000,0.1153000000,692.00,54.1900,5471.00,0.880000,0.850000,1,1,"Transit",2016
"Kepler-1028 b","Kepler-1028",1.33000000,,2.51462432000,0.0354000000,1217.00,519.6360,5522.00,0.900000,0.870000,1,1,"Transit",2016
"HAT-P-67 b","HAT-P-67",23.98721870,1.43022783150000e+02,4.81010690000,0.0650500000,1903.00,2029.1700,6640.00,1.730000,2.620000,2,1,"Transit",2017
"Kepler-1101 b","Kepler-1101",2.47000000,,81.31510590000,0.3483000000,393.00,3.5770,5614.00,0.940000,0.910000,1,1,"Transit",2016
"Kepler-1388 b","Kepler-1388",2.59000000,,12.28546030000,0.0882000000,434.00,17.6740,4098.00,0.630000,0.610000,1,4,"Transit",2016
"Kepler-768 b","Kepler-768",1.79000000,,11.39100250000,0.0920000000,618.00,40.5890,5108.00,0.820000,0.780000,1,1,"Transit",2016
"Kepler-796 b","Kepler-796",1.30000000,,6.40087618000,0.0731700000,1109.00,962.2640,5475.00,0.930000,1.090000,1,1,"Transit",2016
"Kepler-110 b","Kepler-110",1.83000000,,12.69111200000,0.1070000000,1008.00,153.8810,5960.00,0.989000,1.149000,1,2,"Transit",2014
"Kepler-1042 b","Kepler-1042",2.19000000,,10.13202575000,0.0756000000,574.00,25.6600,4815.00,0.750000,0.720000,1,1,"Transit",2016
"Kepler-334 c","Kepler-334",1.43000000,,12.75800500000,0.1070000000,822.00,97.2100,5828.00,1.022000,1.068000,1,3,"Transit",2014
"Kepler-937 b","Kepler-937",3.72000000,,67.66882700000,0.3214000000,495.00,20.6270,6095.00,1.150000,1.220000,1,2,"Transit",2016
"Kepler-1117 b","Kepler-1117",1.11000000,,4.79028459000,0.0548500000,938.00,194.9760,5612.00,0.950000,0.930000,1,1,"Transit",2016
"Kepler-1789 b","Kepler-1789",2.83137505,,80.23190308000,0.3543000000,380.00,4.9100,5436.00,0.920000,0.888000,1,1,"Transit",2021
"Kepler-1831 b","Kepler-1831",1.97019818,,5.78387022000,0.0655000000,1051.00,288.6900,6063.00,1.117000,1.012000,1,1,"Transit",2021
"Kepler-1245 b","Kepler-1245",1.44000000,,4.35409304000,0.0484000000,1043.00,194.3440,5306.00,0.860000,0.830000,1,2,"Transit",2016
"Kepler-114 b","Kepler-114",1.26000000,1.09000000000000e+00,5.18854900000,0.0530000000,586.00,92.5350,4605.00,0.770000,0.667000,1,3,"Transit",2014
"Kepler-1105 b","Kepler-1105",2.01000000,,4.42157218200,0.0471000000,729.00,47.1800,4299.00,0.710000,0.680000,1,1,"Transit",2016
"Kepler-187 b","Kepler-187",1.41000000,,4.93886400000,0.0590000000,1244.00,902.2390,6105.00,1.081000,1.287000,1,2,"Transit",2014
"Kepler-1379 b","Kepler-1379",1.30000000,,0.88184114600,0.0171000000,1564.00,1600.0490,5188.00,0.830000,0.790000,1,1,"Transit",2016
"Kepler-304 c","Kepler-304",2.17000000,,5.31594600000,0.0540000000,746.00,73.5980,4731.00,0.737000,0.687000,1,4,"Transit",2014
"Kepler-1291 b","Kepler-1291",1.66000000,,8.63043276000,0.0779000000,739.00,62.8230,5216.00,0.840000,0.800000,1,1,"Transit",2016
"Kepler-304 e","Kepler-304",1.20000000,,1.49914695300,0.0231700000,1137.00,397.2540,4817.00,0.800000,0.730000,1,4,"Transit",2016
"Kepler-461 b","Kepler-461",2.58000000,,8.31378305900,0.0789500000,886.00,254.9060,5634.00,0.980000,0.910000,1,1,"Transit",2016
"Kepler-1894 b","Kepler-1894",1.20117759,,2.76266002700,0.0385000000,1231.00,544.0500,5772.00,0.999000,0.901000,1,2,"Transit",2021
"Kepler-576 b","Kepler-576",3.27000000,,29.91136794000,0.1790000000,541.00,16.8170,5672.00,0.990000,0.970000,1,1,"Transit",2016
"Kepler-1893 b","Kepler-1893",1.70557445,,4.17936992600,0.0504000000,1194.00,478.9800,5633.00,0.973000,1.162000,1,1,"Transit",2021
"Kepler-1601 b","Kepler-1601",0.82000000,,2.20921951000,0.0328100000,1507.00,999.7520,5869.00,1.040000,1.070000,1,1,"Transit",2016
"Kepler-1922 b","Kepler-1922",2.29064904,,13.22259998000,0.1077000000,740.00,71.1100,5931.00,0.953000,0.863000,1,1,"Transit",2021
"HD 80653 b","HD 80653",1.62100000,5.61000000000000e+00,0.71957926000,0.0165700000,2438.00,6130.0000,5959.00,1.150000,1.199000,1,2,"Transit",2020
"Kepler-1542 d","Kepler-1542",0.87000000,,5.99273738000,0.0629000000,1010.00,297.8060,5564.00,0.940000,0.990000,1,4,"Transit",2016
"Kepler-666 b","Kepler-666",2.40000000,,4.49876092000,0.0542000000,1133.00,575.6440,5887.00,1.030000,1.050000,1,1,"Transit",2016
"Kepler-211 c","Kepler-211",1.29000000,1.83000000000000e+01,6.04045000000,0.0620000000,841.00,95.4360,5123.00,0.867000,0.816000,1,2,"Transit",2014
"Kepler-203 c","Kepler-203",2.47000000,7.49900000000000e+02,5.37064700000,0.0610000000,1096.00,329.7880,5821.00,1.060000,1.114000,1,3,"Transit",2014
"GJ 674 b","GJ 674",3.33000000,,4.69380000000,0.0390000000,530.80,10.5165,3600.00,0.350000,0.364630,1,1,"Radial Velocity",2007
"OGLE-TR-182 b","OGLE-TR-182",12.66600000,3.20995000000000e+02,3.97910000000,0.0510000000,1550.00,669.0373,5924.00,1.140000,1.140000,1,1,"Transit",2007
"HD 69830 c","HD 69830",3.46000000,,31.56000000000,0.1860000000,567.04,17.4170,5385.00,0.860000,0.886947,1,3,"Radial Velocity",2006
"GJ 3021 b","GJ 3021",13.10000000,,133.71000000000,0.4900000000,350.00,2.7517,5540.00,0.900000,0.900000,2,1,"Radial Velocity",2000
"HD 221287 b","HD 221287",13.10000000,,456.10000000000,1.2500000000,290.13,1.0624,6304.00,1.250000,1.138640,1,1,"Radial Velocity",2007
"HD 47536 b","HD 47536",12.60000000,,712.13000000000,1.9300000000,736.52,47.5699,4380.00,2.100000,23.470000,1,1,"Radial Velocity",2002
"HD 107148 b","HD 107148",9.60000000,,48.05600000000,0.2690000000,582.78,18.2517,5797.00,1.120000,1.169193,2,2,"Radial Velocity",2005
"HD 179949 b","HD 179949",13.90000000,,3.09251400000,0.0443000000,1590.53,1020.1193,6168.00,1.210000,1.266865,1,1,"Radial Velocity",2000
"HD 188015 b","HD 188015",13.60000000,,461.20000000000,1.2030000000,267.98,0.7914,5746.00,1.090000,1.125296,2,1,"Radial Velocity",2004
"HD 27442 b","HD 27442",13.50000000,,428.10000000000,1.2710000000,369.62,4.3915,4846.00,1.230000,3.180000,2,1,"Radial Velocity",2000
"HD 46375 b","HD 46375",10.00000000,,3.02357300000,0.0398000000,1221.40,359.0994,5285.00,0.920000,0.914196,2,1,"Radial Velocity",2000
"HAT-P-2 b","HAT-P-2",10.65975900,2.86681223114000e+03,5.63351580000,0.0681400000,1540.00,588.5180,6380.00,1.330000,1.390000,1,2,"Transit",2007
"HD 109749 b","HD 109749",11.10000000,,5.23989100000,0.0615000000,1250.83,409.4961,5824.00,1.130000,1.220000,2,1,"Radial Velocity",2005
"HD 149143 b","HD 149143",13.60000000,,4.07182000000,0.0530000000,1471.90,796.9815,5856.00,1.200000,1.440000,1,1,"Radial Velocity",2005
"HD 224693 b","HD 224693",14.00000000,,26.69040000000,0.1910000000,903.45,111.6692,5894.00,1.310000,1.930000,1,1,"Radial Velocity",2006
"HD 231701 b","HD 231701",13.70000000,,141.63000000000,0.5670000000,483.27,9.1798,6101.00,1.210000,1.530000,1,1,"Radial Velocity",2007
"HIP 14810 b","HIP 14810",13.00000000,,6.67389200000,0.0696000000,1048.20,201.7351,5544.00,1.010000,1.070000,1,3,"Radial Velocity",2005
"HIP 14810 d","HIP 14810",14.10000000,,981.80000000000,1.9400000000,198.54,0.2597,5544.00,1.010000,1.070000,1,3,"Radial Velocity",2009
"HD 207832 b","HD 207832",14.20000000,,160.07000000000,0.5860000000,340.28,2.2605,5726.00,1.050000,0.890000,3,2,"Radial Velocity",2012
"HD 37605 c","HD 37605",13.10000000,,2720.00000000000,3.7400000000,126.75,0.0431,5329.00,0.940000,0.910000,1,2,"Radial Velocity",2012
"HD 1605 c","HD 1605",13.00000000,,2149.00000000000,3.5840000000,233.88,0.5026,4915.00,1.330000,3.490000,1,2,"Radial Velocity",2015
"HD 55696 b","HD 55696",12.90000000,1.35712729789000e+03,1827.00000000000,3.1800000000,200.43,0.2662,6012.00,1.290000,1.520000,1,1,"Radial Velocity",2018
"HD 148164 c","HD 148164",12.80000000,,5062.00000000000,6.1500000000,135.77,0.0565,6032.00,1.210000,1.340000,1,2,"Radial Velocity",2018
"HD 211810 b","HD 211810",14.00000000,,1558.00000000000,2.6560000000,177.77,0.1665,5652.00,1.030000,1.130000,1,1,"Radial Velocity",2018
"HD 221416 b","HD 221416",9.17000000,6.05000000000000e+01,14.27670000000,0.1228000000,1314.67,495.9065,5080.00,1.212000,2.943000,1,1,"Transit",2019
"Kepler-595 c","Kepler-595",1.00900000,3.30000000000000e+00,12.38602000000,0.0983000000,679.00,50.2300,5138.50,0.930000,0.821000,1,2,"Transit",2020
"Kepler-595 b","Kepler-595",3.70800000,1.74000000000000e+01,25.30290920000,0.1582000000,535.00,17.3820,5138.50,0.930000,0.821000,1,2,"Transit",2016
"PSR B1257+12 b","PSR B1257+12",0.33800000,2.00000000000000e-02,25.26200000000,0.1900000000,,,,1.400000,,1,3,"Pulsar Timing",1994
"PSR B1257+12 c","PSR B1257+12",1.91000000,4.30000000000000e+00,66.54190000000,0.3600000000,,,,1.400000,,1,3,"Pulsar Timing",1992
"OGLE-TR-211 b","OGLE-TR-211",15.24400000,3.27351000000000e+02,3.67724000000,0.0510000000,1686.00,710.2804,6325.00,1.330000,1.640000,1,1,"Transit",2007
"Lupus-TR-3 b","Lupus-TR-3",9.97600000,2.57431000000000e+02,3.91405000000,0.0464000000,1013.56,15.9599,5000.00,0.870000,0.820000,1,1,"Transit",2007
"2MASS J04414489+2301513 b","2MASS J04414489+2301513",12.60000000,2.38360000000000e+03,,15.0000000000,17.60,0.0000,2936.00,0.019000,0.231916,1,1,"Imaging",2010
"WASP-21 b","WASP-21",11.99000000,9.53450000000000e+01,4.32248200000,0.0520000000,1333.00,705.0438,5800.00,1.010000,1.060000,1,1,"Transit",2010
"CoRoT-10 b","CoRoT-10",10.87000000,8.74000000000000e+02,13.24060000000,0.1055000000,600.00,16.1089,5075.00,0.890000,0.790000,1,1,"Transit",2010
"CoRoT-12 b","CoRoT-12",16.14000000,2.91438000000000e+02,2.82804200000,0.0401600000,1442.00,661.1334,5675.00,1.078000,1.116000,1,1,"Transit",2010
"CoRoT-13 b","CoRoT-13",9.92000000,4.15704000000000e+02,4.03519000000,0.0510000000,1700.00,546.5339,5945.00,1.090000,1.010000,1,1,"Transit",2010
"HD 285968 b","HD 285968",2.83000000,,8.78360000000,0.0660000000,450.00,5.0456,3703.49,0.500000,0.478214,1,1,"Radial Velocity",2008
"HD 205739 b","HD 205739",13.60000000,,279.80000000000,0.8960000000,362.84,2.8535,6176.00,1.220000,1.330000,1,1,"Radial Velocity",2008
"CoRoT-3 b","CoRoT-3",11.32000000,6.88391000000000e+03,4.25680000000,0.0578300000,1695.00,735.4472,6740.00,1.370000,1.560000,1,1,"Transit",2008
"HD 16417 b","HD 16417",5.00000000,,17.24000000000,0.1400000000,964.00,141.5514,5841.00,1.200000,1.639984,2,1,"Radial Velocity",2008
"AB Pic b","AB Pic",12.30000000,4.29050000000000e+03,,260.0000000000,15.80,0.0000,5285.00,0.900000,0.999394,1,1,"Imaging",2005
"CT Cha b","CT Cha",24.66000000,5.40300000000000e+03,,440.0000000000,2600.00,0.0000,4403.00,,1.679694,1,1,"Imaging",2007
"HD 9446 b","HD 9446",14.00000000,,30.05200000000,0.1890000000,642.55,30.7942,5793.00,1.000000,1.000000,1,2,"Radial Velocity",2009
"Kepler-4 b","Kepler-4",4.00200000,2.44720000000000e+01,3.21346000000,0.0456000000,1650.00,1245.4310,5857.00,1.223000,1.487000,1,1,"Transit",2009
"GJ 876 c","GJ 876",14.00000000,2.26984600000000e+02,30.08810000000,0.1295900000,241.66,0.7384,3293.74,0.320000,0.300000,1,4,"Radial Velocity",2000
"HIP 79431 b","HIP 79431",13.40000000,,111.70000000000,0.3600000000,177.42,0.2179,3191.00,0.490000,0.478625,1,1,"Radial Velocity",2009
"TOI-907.01","TOI-907",9.61588510,,4.58491290000,0.0552254810,1846.60,1729.6714,6272.00,1.069357,2.059789,1,1,"Transit",2024
"WASP-31 b","WASP-31",17.36300000,1.51916000000000e+02,3.40590960000,0.0465900000,1423.70,970.9417,6302.00,1.163000,1.252000,1,1,"Transit",2010
"24 Sex b","24 Sex",13.40000000,,452.80000000000,1.3330000000,471.32,8.2099,5098.00,1.540000,4.900000,1,2,"Radial Velocity",2010
"WASP-37 b","WASP-37",13.00200000,5.72070000000000e+02,3.57746900000,0.0446000000,1232.50,545.3338,5800.00,0.925000,1.003000,1,1,"Transit",2010
"Kepler-9 d","Kepler-9",1.64000000,,1.59285100000,0.0273000000,2026.00,1339.6580,5777.00,1.070000,1.020000,1,3,"Transit",2010
"KOI-217 b","KOI-217",12.44200000,,3.90512000000,0.0477000000,1046.00,272.0330,5545.00,0.950000,0.860000,1,1,"Transit",2010
"HD 90156 b","HD 90156",4.43000000,,49.77000000000,0.2500000000,518.01,11.5200,5599.00,0.840000,0.920286,1,1,"Radial Velocity",2011
"HD 177830 c","HD 177830",7.87000000,,110.90000000000,0.5137000000,538.95,18.3487,4949.00,1.470000,2.620000,2,2,"Radial Velocity",2010
"ups And b","ups And",14.00000000,,4.61703300000,0.0592216600,1523.73,955.9835,6156.77,1.300000,1.560000,2,3,"Radial Velocity",1996
"ups And d","ups And",12.50000000,3.25774117175000e+03,1276.46000000000,2.5132900000,233.90,0.5308,6156.77,1.300000,1.560000,2,3,"Radial Velocity",1999
"OGLE-2017-BLG-0373L b","OGLE-2017-BLG-0373L",14.00000000,1.27000000000000e+02,,2.4240000000,,,,0.248000,,1,1,"Microlensing",2018
"Kepler-1737 b","Kepler-1737",5.39500000,,64.61750031000,0.2970000000,383.00,5.0900,5043.00,0.834000,0.881000,1,1,"Transit",2021
"K2-269 b","K2-269",1.57000000,,4.14496500000,0.0531000000,1429.00,1041.5274,6209.00,1.160000,1.450000,1,1,"Transit",2018
"TOI-1249 b","TOI-1249",3.27103010,1.19000000000000e+01,13.07915100000,0.1090000000,726.89,48.6058,5497.00,1.006200,0.978500,1,1,"Transit",2024
"Kepler-106 d","Kepler-106",0.95000000,8.10000000000000e+00,23.98020000000,0.1606300000,649.00,45.3570,5858.00,1.000000,1.040000,1,4,"Transit",2014
"Kepler-1031 b","Kepler-1031",0.87000000,,1.22621732000,0.0218000000,2024.00,3973.8600,6011.00,1.090000,1.120000,1,1,"Transit",2016
"CD-35 2722 B b","CD-35 2722 B",13.90000000,,171.11000000000,0.2000000000,77.39,0.0060,1800.00,0.035000,0.159000,2,1,"Radial Velocity",2026
"Kepler-948 b","Kepler-948",1.85000000,,7.76846622000,0.0749000000,841.00,126.2030,5679.00,0.960000,0.940000,1,1,"Transit",2016
"OGLE-2014-BLG-0319L b","OGLE-2014-BLG-0319L",14.10000000,1.81162191990000e+02,,3.4900000000,,,,0.520000,,1,1,"Microlensing",2022
"OGLE-2018-BLG-1011L b","OGLE-2018-BLG-1011L",13.50000000,5.70000000000000e+02,,1.8000000000,,,,0.180000,,1,2,"Microlensing",2019
"WASP-61 b","WASP-61",15.80469000,8.51784400000000e+02,3.85590000000,0.0521000000,1624.40,1062.0298,6250.00,1.820000,1.550000,1,1,"Transit",2012
"KMT-2022-BLG-0303L b","KMT-2022-BLG-0303L",14.20000000,1.63045972791000e+02,,4.8100000000,,,,0.368000,,1,1,"Microlensing",2024
"OGLE-2019-BLG-0954L b","OGLE-2019-BLG-0954L",12.30000000,4.51316337940000e+03,,2.6500000000,,,,0.800000,,1,1,"Microlensing",2021
"WASP-123 b","WASP-123",15.13212395,2.85729170000000e+02,2.97764359000,0.0426300000,1500.00,758.3240,5740.00,1.166000,1.285000,2,1,"Transit",2016
"Kepler-1882 b","Kepler-1882",1.48674404,,13.78730011000,0.1163600000,894.00,122.1000,5691.00,1.068000,1.458000,1,1,"Transit",2021
"KOI-984 b","KOI-984",4.30000000,,4.28817850000,0.0504000000,1022.00,186.3100,5295.00,0.928000,0.818000,1,2,"Transit",2022
"Kepler-1573 b","Kepler-1573",1.20000000,,2.61575540000,0.0364000000,1379.00,1343.1140,5808.00,1.010000,1.000000,1,1,"Transit",2016
"Kepler-802 b","Kepler-802",3.54000000,,40.05874730000,0.2265000000,489.00,13.5080,5507.00,0.930000,0.900000,1,1,"Transit",2016
"KMT-2023-BLG-1454L b","KMT-2023-BLG-1454L",14.10000000,2.00231896410000e+02,,1.1800000000,,,,0.170000,,1,1,"Microlensing",2024
"Kepler-1440 b","Kepler-1440",1.26000000,,39.85948400000,0.2343100000,597.00,44.7280,5698.00,0.980000,0.960000,1,1,"Transit",2016
"WASP-130 b","WASP-130",9.97601000,3.90930900000000e+02,11.55098000000,0.1012000000,833.00,56.3550,5625.00,1.040000,0.960000,1,1,"Transit",2016
"OGLE-2017-BLG-1049L b","OGLE-2017-BLG-1049L",12.80000000,1.76000000000000e+03,,3.9200000000,,,,0.550000,,1,1,"Microlensing",2020
"Kepler-949 b","Kepler-949",2.91000000,,8.68930729600,0.0773900000,782.00,58.4420,5403.00,0.890000,0.860000,1,2,"Transit",2016
"Kepler-1964 b","Kepler-1964",1.78105870,,2.44082999200,0.0322000000,986.00,223.8000,4803.00,0.752000,0.698000,1,1,"Transit",2021
"KMT-2023-BLG-1592L b","KMT-2023-BLG-1592L",14.10000000,1.84340476060000e+02,,3.9000000000,,,,0.550000,,1,1,"Microlensing",2026
"OGLE-2019-BLG-0362L b","OGLE-2019-BLG-0362L",13.10000000,1.03612060682000e+03,,2.1800000000,,,,0.420000,,1,1,"Microlensing",2022
"KMT-2017-BLG-1057L b","KMT-2017-BLG-1057L",5.19000000,2.35000000000000e+01,,2.3600000000,,,,0.570000,,1,1,"Microlensing",2024
"KMT-2025-BLG-1616L b","KMT-2025-BLG-1616L",7.34000000,4.23200000000000e+01,,1.6000000000,,,,0.260000,,1,1,"Microlensing",2026
"Wolf 327 b","Wolf 327",1.24000000,2.53000000000000e+00,0.57347450000,0.0100000000,996.00,233.9000,3542.00,0.405000,0.406000,1,1,"Transit",2024
"Kepler-62 f","Kepler-62",1.41000000,3.50000000000000e+01,267.29100000000,0.7180000000,208.00,0.5000,4925.00,0.690000,0.640000,1,5,"Transit",2013
"WASP-53 c","WASP-53",,,2840.00000000000,3.7300000000,110.47,0.0247,4953.00,0.839000,0.798000,1,2,"Radial Velocity",2017
"KMT-2023-BLG-1743L b","KMT-2023-BLG-1743L",12.10000000,6.35656814000000e+03,,1.1600000000,,,,0.110000,,1,1,"Microlensing",2024
"TOI-5789 c","TOI-5789",2.86000000,5.00000000000000e+00,12.92774800000,0.1009000000,718.00,8.7194,5185.00,0.821000,0.833000,1,4,"Transit",2026
"MOA-2019-BLG-008L b","MOA-2019-BLG-008L",12.20000000,5.72091132600000e+03,,,,,,0.900000,,1,1,"Microlensing",2022
"OGLE-2016-BLG-1598L b","OGLE-2016-BLG-1598L",13.60000000,1.20774794660000e+02,,2.5000000000,,,,0.550000,,1,1,"Microlensing",2024
"OGLE-2017-BLG-1275L b","OGLE-2017-BLG-1275L",12.80000000,1.87518760130000e+03,,2.0900000000,,,,0.630000,,1,1,"Microlensing",2024
"HATS-44 b","HATS-44",11.96000300,1.77984800000000e+02,2.74390040000,0.0364900000,1161.00,306.4170,5080.00,0.860000,0.847000,1,1,"Transit",2018
"HD 160691 b","HD 160691",,1.36666215010000e+03,645.00000000000,1.5000000000,262.13,0.8439,5773.00,1.130000,1.330000,1,4,"Radial Velocity",2000
"Kepler-132 b","Kepler-132",1.21000000,,6.17819600000,0.0670000000,1082.00,284.8000,6003.00,0.929000,1.178000,2,4,"Transit",2014
"KMT-2021-BLG-0192L b","KMT-2021-BLG-0192L",6.56000000,3.49611247700000e+01,,1.6200000000,,,,0.270000,,1,1,"Microlensing",2022
"Kepler-49 b","Kepler-49",2.57900000,9.77000000000000e+00,7.20000000000,0.0592900000,509.00,21.4810,4095.60,0.607000,0.618000,1,4,"Transit",2012
"KMT-2016-BLG-2364L b","KMT-2016-BLG-2364L",13.00000000,1.25000000000000e+03,,2.6300000000,,,,0.500000,,1,1,"Microlensing",2020
"Kepler-218 c","Kepler-218",3.14000000,,44.69957600000,0.2480000000,500.00,16.1470,5502.00,1.019000,1.063000,1,3,"Transit",2014
"GJ 328 c","GJ 328",4.91000000,,241.80000000000,0.6570000000,184.01,0.1927,3897.00,0.650000,0.630000,1,2,"Radial Velocity",2023
"K2-212 b","K2-212",2.65000000,,9.79564700000,0.0785000000,542.00,21.9640,4349.00,0.622000,0.678000,1,1,"Transit",2018
"AU Mic e","AU Mic",4.87000000,2.11000000000000e+01,33.11000000000,,,,3665.00,0.600000,0.820000,1,4,"Radial Velocity",2025
"AU Mic d","AU Mic",1.02000000,1.05300000000000e+00,12.73596000000,,,,3678.00,0.510000,0.744000,1,4,"Transit Timing Variations",2023
"GJ 806 b","GJ 806",1.33100000,1.90000000000000e+00,0.92632370000,0.0140600000,940.00,130.0000,3600.00,0.413000,0.414400,1,2,"Transit",2023
"GJ 806 c","GJ 806",2.28000000,,6.64064000000,0.0523000000,490.00,9.5000,3600.00,0.413000,0.414400,1,2,"Radial Velocity",2023
"HD 110067 b","HD 110067",2.20000000,5.69000000000000e+00,9.11367800000,0.0793000000,800.00,69.0579,5266.00,0.798000,0.788000,3,6,"Transit",2023
"HD 110067 c","HD 110067",2.38800000,6.30000000000000e+00,13.67369400000,0.1039000000,699.00,40.2280,5266.00,0.798000,0.788000,3,6,"Transit",2023
"HD 110067 d","HD 110067",2.85200000,8.52000000000000e+00,20.51961700000,0.1362000000,602.00,23.4102,5266.00,0.798000,0.788000,3,6,"Transit",2023
"HD 110067 e","HD 110067",1.94000000,3.90000000000000e+00,30.79309100000,0.1785000000,533.00,13.6296,5266.00,0.798000,0.788000,3,6,"Transit",2023
"HD 110067 f","HD 110067",2.60100000,5.04000000000000e+00,41.05854000000,0.2163000000,489.00,9.2821,5266.00,0.798000,0.788000,3,6,"Transit",2023
"HD 110067 g","HD 110067",2.60700000,8.40000000000000e+00,54.76992000000,0.2621000000,440.00,6.3216,5266.00,0.798000,0.788000,3,6,"Transit",2023
"GJ 341 b","GJ 341",0.88000000,4.00000000000000e+00,7.57686000000,,629.00,13.8000,3770.00,0.480000,0.506600,1,1,"Transit",2025
"TOI-6894 b","TOI-6894",9.58367850,5.33951723760000e+01,3.37077196000,0.0260400000,417.90,5.5400,3007.00,0.207000,0.227600,1,1,"Transit",2025
"IRAS 04125+2902 b","IRAS 04125+2902",10.73820351,,8.83497800000,0.0770000000,854.00,41.4199,4080.00,0.700000,1.450000,2,1,"Transit",2024
"HIP 67522 c","HIP 67522",7.93595834,,14.33489200000,0.1228000000,917.00,116.0490,5675.00,1.220000,1.380000,1,2,"Transit",2024
"Kepler-51 e","Kepler-51",2.18000000,5.40000000000000e+00,264.28400000000,,,,5674.00,0.960000,0.870000,1,4,"Transit Timing Variations",2024
"BD+05 4868 A b","BD+05 4868 A",,6.20000000000000e+00,1.27186900000,0.0208000000,1820.00,443.7870,4596.00,0.700000,0.690000,2,1,"Transit",2025
